Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360347702,1971.3163227923,2131.3916515998,2294.1828473174,2501.2931899638,2620.475547353,2784.7335477165,2960.7225858838,3121.8890308772,3344.7836025464,3713.5618382111,4439.2285493902,5403.3639047003,7213.2557085783,8268.1407149943,9483.2052068488,9976.1487826835,10691.1237856204,14950.208282282,16771.3222235299,17807.3401261206,16219.9055229589,16527.4595047278,16398.2357356126,15601.2559553899,15748.9464593717,22458.8849830007,27950.2871291945,30016.1490876961,28747.4078535197,36337.0955329555,36309.5083473182,37383.0544890141,36027.2775442472,39566.6008668604,46014.2079808231,44123.0271482039,38407.9537612981,39227.0264471861,38290.6748794626,35639.4788575501,36328.1429099146,39350.442751953,45588.6198174723,50641.8372033313,51734.4423830403,54140.3542140134,59663.977358107,68555.3718694938,65789.9647899373,70173.9580461731,83270.2447386159,78928.904217277,80477.4275347389
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40538.064462257,42406.9328479547,43299.401141101,41608.4639449202,44157.1624085416,48226.0794793387,55842.6583759826,57209.2491624825,62263.8312103901,73577.1666059856,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,550.6272984109,599.7361499874,683.7692857626,664.4146992994,685.307486682,699.5309454062,792.6958602226,765.093009639,767.324172889,870.1231690306,937.5909654501,1096.2771535125,1161.4329199005,1622.4555016794,1513.2601811382,693.09202469,931.6801614554,1245.0557318689,1415.6045005811,1879.1810388898,2463.4883506865,2872.854336407,2108.5391197607,1685.2186466644,1612.5854194731,1359.4518069803,1437.1522922811,1666.6613401266,1931.5457489195,2186.6549898886,2388.3074541199,2706.8132954092,3244.2997883299,3416.8721198742,3882.8082118557,4941.0452479904,5167.5991706263,5567.9421781928,5266.1520185726,4781.7047999112,5133.0773111629,4625.3363770177,4487.1500180965,4866.3322499657,6223.9737675768,7614.5220579752,9371.4278571183,10378.9906989822,10685.9865991306,10141.6035148676,12681.7652007088,14510.9660951044,15245.4680040322,15732.3137736906
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,88.7224976224,75.0489152135,70.1220819567,73.4203921403,84.5733973268,97.4700995062,103.1811732067,95.4966914846,90.3713288302,98.8898847121,111.8227226757,117.181593076,130.111264852,155.0784388503,157.9993803273,175.8657480963,162.9205234471,182.6785743114,154.9728026188,182.2837668817,193.0230692602,195.3038504632,201.4428912539,223.250131693,248.2872450976,291.7756745092,279.1845419608,249.4131039355,280.9682912597,307.4903383647,314.4309773519,329.7490797385,362.8080967123,373.8002843382,469.2127701591,604.2283509161,703.120716956,774.4675042112,820.865797763,864.7308423077,949.1780650344,1041.6377002168,1135.4479522243,1273.64074401,1490.3800551159,1731.125234579,2069.3436297266,2651.2601191776,3413.5886483844,3748.5040628815,4433.3408863071,5447.309378269,6092.781886435,6807.4308241246
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,157.1933650875,171.635969542,172.5127542047,195.6490450709,227.4412949427,217.9687483282,232.7477985091,235.8672597608,267.2454415772,271.6764349231,277.6624712369,288.6745104259,321.7673080984,416.5840739154,486.7126606741,589.4045366922,674.0805737744,865.6978326649,1043.8181924886,1155.6067308724,1231.0879276401,977.1054391524,840.3571244446,728.532525201,700.1602768248,686.9096259494,868.6101322338,923.0408844167,906.2250499118,833.1744926123,891.0550882458,837.3953129287,861.1671369202,825.8288218818,602.4813868944,773.7084880128,829.613849194,779.2911442785,828.0759944294,794.5994473024,645.7656816501,642.2152212888,688.8559652433,812.3976351574,902.9864165825,940.7521438263,983.2914235906,1102.8824987195,1282.267081495,1238.7081339739,1207.8451404201,1241.5993186133,1243.986074645,1521.2211835105
Latin America and the Caribbean (IFC classification),CLA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East and North Africa (IFC classification),CME,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,115.407313442,120.1198713918,125.0272859044,126.5268839917,133.7305453228,135.9693959952,139.1730804187,148.7210921015,163.5934919743,174.5961743258,171.3200387726,177.5821327712,200.5714071459,240.0051702291,299.5465050381,355.6461113603,386.5308918867,411.1424748399,523.3887875653,670.0100814768,754.6648207232,829.9342338709,772.4072578232,755.5204248597,774.7025727481,784.9096070556,992.4963424044,1115.2115850626,1098.7558423207,950.7622100245,923.8812783348,1000.3241597836,890.557316761,1027.5570208987,680.6305956323,626.9557456612,679.7773812941,668.9962179001,637.3908262116,675.9501594024,583.0948591819,589.1651390896,648.2987607355,790.8953432226,892.5257390514,914.5531200848,964.6015354855,1069.8568262263,1211.3041863929,1102.5203940215,1090.6190659924,1204.6982123729,1219.9579747033,1315.4943573555
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.9667837764,145.847946773,155.9787896152,157.0802163783,164.8306189026,171.273173413,185.3235337744,193.922520282,199.4986938259,204.4579258748,205.9491868403,234.1257637487,289.498097289,370.51243464,388.1728351159,493.6618817382,471.5065663194,464.5266436616,518.3430017265,686.9932672926,949.5577014329,1077.5917046887,1133.9498756644,1068.7428700504,1085.7523816159,1039.4237286482,864.9159832757,1045.3719358423,979.5249717591,1029.7803832421,1174.323842608,1113.5395328399,1167.7683407114,744.2415125477,668.2355460688,777.7615974568,908.1794991172,806.966776007,658.3067764708,773.1820462786,1029.9745845216,871.670943342,919.6870143657,1039.3797989603,1347.8709070601,1718.1008154528,2120.0978455671,2233.3082518772,3059.2265346412,2401.2981550663,2920.4067080001,3414.0547095057,3153.7395252475,3172.0562800798
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,252.4583646692,276.1183352843,292.5060776745,276.5413819691,332.4838997616,311.9873910245,285.3511257711,291.1670233454,292.4874382754,308.0239015956,337.2427887398,357.4178140165,387.0407113218,449.9840712861,527.4464698218,545.8617262168,624.7098372442,774.6670836845,904.303522335,1061.3134882297,1240.067543444,1320.8044265327,1383.1447684913,1344.6325612961,1299.445674115,1160.1878716115,1137.5199955443,1159.7715882937,1225.0465894066,1210.7581867337,1209.1835331029,1214.4536927435,1423.9292031669,1582.5813512162,2274.8854045309,2529.3252960397,2609.2971323583,2814.1342049941,2552.4683741086,2196.7146852779,2503.549492013,2421.2726461017,2376.0838030607,2261.2836083266,2752.9134538105,3392.9244134252,3712.7855249438,4663.5428895976,5405.1011518315,5104.9911934893,6179.7703294464,7124.5489200782,7762.9708288949,7825.6783575651
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,393.8343404009,352.6931533749,320.6293528284,324.4605130069,304.2064606064,315.3423296464,435.7467344186,513.1884962689,528.3267555222,493.4932547071,605.7093882809,583.5496524283,614.3542206424,593.8626764559,408.568535545,497.7435553998,482.6651070644,433.186161646,428.9624330309,432.1715744404,382.1603212244,406.1354290487,451.7082244754,568.7572089398,619.1105120675,644.2731324658,653.9537251492,734.8228633417,816.4782253699,803.4861078021,795.4784367627,871.692017064,830.5174617142,894.3879216991
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,471.6549085905,458.1256720704,453.5130174106,436.2047123446,406.4438681509,416.1398911449,568.2311417887,693.9949140759,772.4762046839,772.5059531122,871.9488214697,889.2928491609,968.2491967004,1293.6359514876,1043.8420462448,1219.4669377206,1227.9631984949,1174.9360769404,1225.3377535805,1364.4872553768,1218.7960306796,1248.911423607,1352.4737707797,1743.1911538065,1951.7808216254,2030.6589816628,2298.8148218596,3129.8187927698,3692.0026734668,3524.3303527483,3413.2633690899,3801.4497651518,3554.4111334614,3784.5955052297
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,380.4346912754,354.9134345801,334.8370101769,345.4389777238,353.9724107732,374.5748195771,396.5118722182,416.0359033976,447.530990798,480.6270695453,540.490048163,576.9295674609,647.8881765403,781.7384152458,832.2911261193,955.5511276728,1145.9019016931,1421.0732350303,1585.7453118472,1766.8061271131,2057.3120532227,1086.5381456379,1049.6369808974,1557.1257998916,1749.6865476719,1777.4401625212,1975.5662282603,2050.8580724759,2073.542331865,2287.888571209,2404.8512820648,2269.5166100328,2651.4398491662,2909.8424713841,3111.035015927,3370.2395428738,3320.5887783455,3507.0819526229,3759.8810765258,4111.8326094562,4058.0445337477,4087.1189706839,4114.5669049543,4199.6948119012,4379.3910625192,4621.364127328,5128.4007530764,5897.5278436374,6581.3081137056,6385.5651300857,7773.1854867935,8704.1118874329,9442.664540089,10184.6056715087
South Asia (IFC classification),CSA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,444.0509019578,471.4653655615,488.0273824724,510.3622081976,539.6376410828,571.1421440192,609.6840559834,645.8885146228,633.6533018913,681.6264372812,742.9707920287,799.5583245852,914.5093322362,994.0118824594,1272.5263863491,1474.3754475228,1502.1594301406,1721.7206637857,1744.9676783649,1983.7710291094,2416.9435409075,2611.86365533,2868.130783912,2901.5156999261,2722.4586558146,2655.8188149085,2388.7426978217,2548.3925829324,2685.6461317769,2726.0420616134,2948.5718085027,2907.997430812,2840.6893456608,2934.7599850253,3091.7309939559,3365.3580182657,3632.7135609023,4029.041374903,4390.6954562835,4636.403955969,5016.1030743682,5111.7828588139,5356.1694203245,5697.1766219713,6163.7784492473,6995.694071827,7825.2920779385,8660.1995349033,9819.5156824761,8209.8114857996,8623.5922476029,9225.4254989961,9372.7795372287,9565.028824648
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.2380916974,779.562303916,901.3674036992,1088.4402699263,1224.4118714737,1380.2617161105,1444.8734028962,1474.6363672897,1837.7640349747,2003.2946842983,2024.6789741353,2038.2145874136,2109.9967248551,2226.1186444733,2397.0879661538,2270.1244314614,2378.929830688,2451.2745894523,2641.2362143435,2572.8734579403,2702.1852842177,2275.9259013133,2052.9914463768,2066.9176582314,2615.0188118647,2783.443296712,2278.2853424144,2300.9458512775,2326.174355791,2555.0687379634,2744.124478741,2835.0766612396,2995.8995284123,3192.4005190858,3388.7669544572,3776.4705486448,4666.9881692933,5185.3822716883,5382.8159614318,5499.1201033659,5701.9626710991,6051.2220011736,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.6676910847,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3297581021,1157.4115759918,1476.2478652927,1929.4000576038,2559.2275262525,4232.0230382435,4033.2403770702,4122.7844108701,4091.0485251947,4258.7435467013,4488.2869419085,5642.6314615474,6690.5779233936,7645.6297032607,8038.9141527404,9641.5752812379,9696.0995408095,11310.0719505038,10526.1418450668,11617.692744959,14212.0540138723,14133.325200595,13276.7323817899,14069.1164101733,14236.9415348245,13421.6554155684,13797.1459674117,14862.4544399475,18428.9282609412,21380.9030777059,22430.6064204376,23863.5554638102,27860.2761061617,31928.396796291,29427.9087866487,27889.0371779788,29206.5105966734,26352.2712209689,25248.9810656095
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.8610364919,2782.9626722815,3240.5332552909,3800.9603509377,4448.8746566396,5595.6157813076,6291.1385051111,5770.8876522073,6203.7130583267,6044.9811435773,5734.4595901426,6301.0450249155,7691.0706786866,9347.9055766537,11177.3604012389,12737.6058131907,14491.2063258692,17524.1903477029,21707.7907577836,18880.5416713722,18950.3350789824,20584.9265516305,18689.967165684,18861.4254581982
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2672.0183042427,3089.0706583132,3686.970317153,4883.8128308894,5457.0112959771,6035.0084153743,6420.6403063883,7434.897758324,9175.9004610992,10916.7980760177,11746.4040971075,9879.4574345207,9593.6573261425,9545.8593421637,9012.4793689101,9125.1210202012,13027.1950186109,16139.051616963,17352.343206354,17190.8261345347,21583.84352463,22603.6164742698,25604.7254344539,24735.6202405848,26375.8457271458,30887.8654852036,29749.9712591613,26296.5306126994,26547.775353907,25956.6374131131,22945.7088501507,22840.2740450113,24325.6664494032,29367.4089436583,33040.0514092622,33542.781383459,35237.6106257409,40403.0177330072,44132.06048287,40270.1421650155,40407.9612477316,44354.6849438186,42597.7172888085,45084.8668764225
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,803.7902856743,,767.3783087563,754.7670434515,730.5884113641,766.7565737148,754.8650345178,759.5786975096,726.0453146538,753.2085055985,749.5854362378,730.893985976,730.7424827869,734.7502856533,753.2897667477,762.5408422845,780.1451222247,794.0556712904,823.8074726886,869.8001788741,912.4992044999,976.2929868462,1061.6370921233,1233.3111211798,1458.8737867706,1353.1930280729,1463.5922236392,1574.6289679088,1668.336703229
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,495.4348766268,608.4452858017,591.2242637641,784.7250668046,878.5093046733,958.5442020457,1069.2431373162,1210.6467231877,1338.7450223263,1534.7356671657,1745.9118107003,2003.9119942256,2152.8603533213,2344.9445241765,2546.7830717498,2701.6718109639,2814.6690408409,3018.8206482369,3139.2243085537,3323.3694131601,3473.6485547632,3676.5165410141,3830.2299792891,4656.55123005,4750.9309461782,4684.3835954222,4864.5966609106,5218.2986056862,5126.2498621782,5408.1077998355,5827.9905726759,6379.8403315636,6797.4617244999,6677.0439274549,6883.3977322654,6913.0566870648,7011.0247463969
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1364.5171601726,1503.5370134282,1681.0299129876,1775.3703846879,2013.2430769327,2243.9315948354,2443.2597913502,2644.7866468916,2712.6124003393,3068.2367411441,3366.0684292882,3730.6218096564,4525.8174612301,5966.2772478241,6609.4361625229,7824.9755505953,8610.2058880825,9601.1703147924,11617.0358142834,13516.4150277549,13607.0653520961,11788.1733807565,11516.090077988,11576.3342199983,11290.8644902453,11968.6162237553,16866.4963075594,20941.2601894241,22074.3595805335,21443.03865347,26422.8293751673,26520.3861450444,29043.6558331154,27102.8543643897,29502.094525472,34773.6754413182,35043.3647374391,32248.9594912753,32738.6832808049,32685.3189469237,29980.1554729546,29946.3818312109,32344.3197920286,39443.2681719856,45282.0680049995,47546.5945941372,50462.2477183448,57021.1644490279,62596.4783060321,56226.6151069203,56410.8328375639,59911.9046597678,56364.1828598026,58893.9989905528
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,203.032242402,190.9947668439,232.7756250214,257.1711259767,271.4584466837,227.7469052474,244.6166517329,249.5837055703,252.6536196476,279.848171958,328.3437923375,358.2343928664,415.7285181651,477.5887306409,580.5941524627,696.361980529,745.7539989393,844.9959372186,858.8134688948,966.1396299089,1138.2293957051,1218.8727545116,1305.4914166893,1381.6466510052,1618.7784421529,773.2702380171,918.3519782609,855.6864254743,772.844926916,941.9048268574,976.3355040696,1315.4582394975,1495.6319464057,1687.8352216827,1852.2427834409,2050.459493564,2233.3752127072,2373.095063966,2522.6273730736,2545.6547985747,2769.8823219873,2829.1924463911,2973.6571454148,2344.5339196874,2407.1892799352,3635.7068122228,3794.073339767,4297.5152413137,4696.9509161814,4702.9256031596,5089.4679255445,5462.6965844957,5733.4511578667,5826.1263383886
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,241.5052585726,210.6081289783,168.9719716982,222.7192963963,233.8101099376,245.5769913618,231.6451766383,249.7574356176,277.3914186096,297.9845459337,331.0554462101,336.2797084893,435.909847987,546.8955928868,806.7162857861,924.2237018617,1024.0818196437,1177.6319548662,1438.2827164955,1760.3372414223,2174.3174699271,2205.9701022692,2176.9167956818,2274.7746161474,2424.2487318485,2535.8585174111,2705.9460303204,2755.0137601406,2372.5849919789,2175.0935227619,2364.5498787594,1699.8565105831,1743.3460687711,1773.8204830688,1479.6002149974,1424.6424842294,1572.8319369825,1587.6461376763,1563.5009734996,1555.1910325398,1727.3332508825,1702.7800794992,1742.5576103033,2056.2653025187,2549.957192979,3038.7487134185,3391.3678256884,3845.8472963543,4786.5180703757,3771.2848436397,4349.5693247426,5271.5903121571,5309.8223686315,5360.7011464518
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.8685484784,79.0010409444,71.4796561717,74.9942486778,84.972274214,96.7820292754,103.0435139507,97.3927735256,95.8365076921,104.7507893183,113.6221643341,118.6920544009,131.2666450063,161.7488058845,179.0171853985,197.3041394057,197.1516856834,224.4664030988,214.7014685845,245.1433586493,279.669736385,294.7554617589,302.1132223475,311.176707577,331.3032934823,356.5359917925,348.1670187334,337.6642628478,370.9843408017,395.2008075958,417.4520712558,448.1105606012,494.182261764,525.9833186264,625.9486377038,763.8572134426,866.7501035331,887.6547668744,802.0342534089,871.5736998364,950.9744697727,1002.9208357062,1098.8175674567,1230.6688798363,1415.3486867413,1623.0839405511,1936.2657438595,2426.8688432829,3045.7222803771,3262.1653359807,3885.2926095209,4699.6407846748,5187.389100358,5689.9746414357
East Asia & Pacific (all income levels),EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.1124225638,147.2820438729,148.6476544812,161.464984441,181.4508678147,197.368817501,215.0468804845,227.5585757657,244.8647139022,274.7645475705,313.6428175233,339.6141701208,411.4832238023,530.8656682438,598.550303341,643.0889948118,695.4626108089,816.5920796393,1014.8646876707,1086.410630429,1157.8474582605,1260.5129598079,1213.4555137103,1266.6620719175,1337.4984349878,1395.8255268856,1789.9454100748,2058.9974667349,2439.6880505705,2515.2204515314,2594.1720030618,2879.6425981227,3101.9391593443,3430.0799643727,3781.8247342795,4220.1477918273,4010.31041196,3808.9017152419,3356.9917442526,3710.1873885733,3967.7671367579,3656.4876169397,3685.9753756224,4020.2126036256,4474.0201629187,4726.1417785177,4978.8440830593,5537.2800279669,6340.2008104433,6469.4436859892,7460.1717080978,8558.806235916,9076.5794081808,9107.8329483463
Europe & Central Asia (developing only),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0393133502,1459.7830374504,1581.971051847,1799.4723461519,1676.7983003953,1628.1503934625,1671.2547562561,1405.5917774761,1599.8221294177,1631.0675578535,1700.6145954304,2014.0596925508,1847.118051912,1863.4453329676,1691.3570029931,1973.2450405129,2500.0519581913,3176.4187365142,3873.0220735933,4447.8992043362,5613.3923992011,6658.5620848245,5500.3860117085,6177.357634769,6852.4220508727,6907.2104722769,7287.4015548372
Europe & Central Asia (all income levels),ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,660.3521878571,694.8412904286,750.7640459302,818.2393892269,895.8441636016,964.2727774107,1037.7967059871,1106.5918572012,1144.3124976638,1246.0716720692,1350.3617549667,1512.9540320786,1799.6997695298,2272.1000727901,2548.1224431625,2962.611968663,3060.2194961208,3438.972499576,4179.9758988464,5057.944258173,5674.8116157891,5014.5642327992,4805.0117911622,4631.4675265864,4424.339869595,4549.5295832106,6134.307598598,7482.0787454527,8264.3955540755,8401.1010616143,10178.3968288272,10438.6375629493,11146.5190595185,10213.2776721396,10676.5934884431,12200.9900894337,12411.8472149332,11746.4097238353,12017.6161825643,11866.4212785976,11148.4739967897,11248.6632153696,12288.2777482694,14948.9793544282,17384.9285971567,18463.0074986582,19926.1791346775,23224.5155068426,25410.8102892235,22227.1435318484,22696.8921677506,24886.9416824879,23852.3962173025,24770.1594025004
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,223.7909553314,210.8021207006,200.5620566726,211.088099732,228.3238382722,457.9240662244,452.6758724143,462.1951937531,453.999113548,531.6002219039,475.1230371844,444.3160029576,499.6582259491,593.503587238,978.9128043846,1115.8924404527,1277.1194262459,1507.8655278808,1587.7829986314,1839.0450320843,2260.7836672568,2688.306366091,2395.6019615724,2011.127159096,1934.4592838896,1913.5238593298,1666.9372289919,1480.8735239618,1352.4001324164,1404.9779482851,1505.3230706085,1639.6864337498,1707.2634133441,1747.6702462083,2050.3181544399,2159.138541299,2182.7068171155,2386.7091892546,2323.5562390469,1598.8341301862,1462.3202101727,1914.4491661717,2191.0096061862,2442.2690361591,2704.6651545178,3012.7524373543,3337.4003628052,3574.8778927304,4255.8519947284,4236.777555321,4500.5915577233,5035.2424930054,5424.6336106847,5720.1799217912
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,159.3201646957,162.1128247853,165.0699194246,176.2562566016,193.2310352822,211.3927522165,222.490229812,230.962232286,248.277460081,228.0358189025,283.4053039875,324.1849676908,347.7014292149,345.3003642772,412.9566108012,509.9375612025,509.4149688774,544.6182557808,585.3190173704,622.9439453558,689.0156289324,696.0957376342,767.5322438583,648.8399479674,718.1745077451,765.5840863006,644.2256203101,717.0630967124,785.3713759536,861.6366864482,983.502060471,1088.6317999728,1243.168763515,1323.7035901138,1393.453173362,1509.5810200877,1452.766702548,1286.1922783088,1194.3068172772,1116.9251609265,1249.4932601353,1472.570548432,1757.760483997,2156.7629688668,2461.530856556,2803.5329626527,2972.583515726,3256.0184688792,3314.4629279564
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,934.6644996997,1019.4931548213,1120.8722434247,1245.6201029489,1372.768741035,1484.635488072,1605.7748722085,1732.2843359132,1845.1185441872,2025.0430043811,2196.1840407844,2475.5629464823,2972.1455447824,3837.130736865,4317.7905222206,4987.4310098956,5182.7159461662,5873.7059751959,7156.7160698676,8628.1204427029,9623.0203950662,8328.7283638833,8039.7104655952,7827.9494137988,7495.575804999,7685.8818916368,10761.0479329724,13271.2535377757,14549.944370022,14798.4449706525,18522.518675154,19161.4213687933,21028.2651723534,19180.1132299364,20230.1379557539,23301.9673192313,23499.6710186832,21403.672010021,21921.2717334753,21740.4439830293,19720.8567042969,19919.4153884477,21562.8448882624,26474.4884731211,30162.8583056313,31145.503024794,32879.7184854917,37622.7659098587,40993.2382666266,37375.5525239794,36519.3052085667,39314.0317999101,36650.3891960084,38167.0891614969
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1912945182,139.8889722519,157.9616444202,169.614880457,199.6706840159,192.81640785,203.2320115309,181.5155793754,179.311604938,183.4325247633,170.3394647427,194.5760269867,237.7127366286,226.2898567714,240.5468162509,252.9776299355,256.4375698082,334.0648851513,368.7477581969,439.5423714258,504.3234084,543.8219082612
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533376,450.053289247,520.20613138,609.4873840565,675.2416391412,774.7616093301,889.6598720115,968.306781766,950.5457405937,1077.6786999459,1175.9855248977,1322.6414754595,1662.5249131652,2191.0099308431,2684.1918911409,3133.6223576013,3198.6674716754,3532.6562215968,4225.1071268962,5595.9433858177,6031.0387435131,5212.8141340633,5010.8930168184,4349.9797852727,4361.42229748,4564.9331707186,6326.4820086201,8004.0379704602,9424.9701516862,10371.7776676332,13397.2898464848,14378.4216611706,15665.6671689452,12997.174157876,13097.7114532389,15137.0597466247,15757.1468826613,14463.1209641698,15121.7211819427,15468.0498655223,14413.788872416,14939.0607738705,16564.568439232,20950.2030539898,24337.5105014242,25904.1731517103,27847.4567809307,31871.0902578554,34674.1741899534,31368.4950848449,29732.4379502364,31117.8974664999,28281.5631771284,29117.6369281506
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.4370100694,2725.2166949079,3031.1291832963,3342.0312138323,3608.6054980203,4038.706973894,4132.4646456027,4062.8192678261,4495.4112666472,5310.0303276802,7182.4937385454,8830.0586892817,10264.1111255206,12472.8052657674,16404.8647065786,17786.0501224127,14542.0748524649,14295.030618844,16982.3003083472,16887.3753206195,18478.2698526165
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,199.2210016189,203.8948097038,219.8436560626,201.2509329536,228.2480249267,229.6472516667,237.6993534816,238.4238020016,242.6272522022,248.7847804967,265.7088043343,199.9176811008,162.4703453894,123.207426409,131.9398061935,142.6746042506,139.1772258473,123.0876527371,117.8303644602,122.5518069689,118.9062532418,110.1818051977,117.5966561738,134.2795789005,159.8314365478,191.6040212039,240.5081531198,321.6041879628,375.3429575123,337.3961428219,350.895311639,466.649438493,498.0756750841
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,895.4398008862,966.5710093825,1046.5670618875,1142.6648810334,1255.290144397,1355.7598907211,1458.5064807455,1555.9674523859,1606.5200991158,1753.480841787,1913.6618415961,2152.0324498964,2561.9785445443,3235.1338477085,3614.451058439,4205.9643296731,4338.9185340775,4893.7736892675,5961.8964919677,7239.6997691422,8223.528750482,7244.3343658975,6956.1189428831,6721.8478467882,6438.3469018266,6634.9483492252,9015.5845403956,11042.4856780651,12257.039340489,12480.1838668768,15347.5083788686,15864.4502079527,17218.0732872008,15653.8189236128,16625.6985265207,19085.3561634844,19449.9907740606,18306.2500260406,18919.9229361489,18863.9996375289,17468.2977611724,17634.0308894554,19180.2576587484,23298.2728933918,26796.1510025904,27909.2825135024,29651.4096571091,34161.9993941233,36612.6336232404,32599.166820443,32381.8064233719,34920.8323186492,32917.2614325472,34243.8822612469
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.4482723362,576.5139073734,537.1589214646,516.7111559169,443.49672377,457.3895140637,476.3231596793,499.7852662581,475.2872159238,482.3446556258,563.1612506845,504.3945027914,490.1041211709,539.1064997802,625.2376554951,741.5369102067,871.470379142,1074.1566179651,1340.6315423894,1155.1841722898,1335.7122370859,1389.852153544,1543.6705680335,1581.0625073281
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.3530109999,1327.427224366,1411.7023981804,1522.3192420995,1707.503938247,1882.0868576485,2010.2134561973,2034.1890496548,1907.0772721767,2178.0352504498,2436.3416835197,2683.9091768347,3139.880509881,4123.5765003832,5234.6478344697,6181.200083516,6659.5922896285,6985.0922016231,7538.1503818858,9221.3351847537,11090.5455492246,10789.8990559596,10809.5825806061,10355.6875146221,10675.9990638732,11215.3292176329,14704.6966133524,18257.0445727893,21668.4665599407,23526.6597122654,27852.2921278918,24991.4616782765,21850.7335564011,17240.2329177377,19776.7363841243,25609.1382413656,25037.8538082948,23928.2112384565,25179.599828403,25229.595816976,23529.538458379,24025.1182328248,25993.8399661027,31508.8752255305,36162.6560148878,37318.7973179157,39487.0623142072,46538.2031228255,51186.5068114236,44837.6884642661,44134.048356838,48694.5351381605,45649.1615883081,47218.7719582721
