Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.1113951307,2341.7370131711,1162.3309223676,1288.6287255524,1717.3825072155,2261.9959937021,2238.8336255083,1875.4514141696,1773.8875591972,1805.5107581764,1747.8842650518,1664.3090956518,1827.6281454437,2285.6933741102,2643.8025683989,2863.9631797082,3133.3192123039,3891.8953460279,4685.6201664228,4433.8570822515,4442.2999721783,4940.9533453547,4548.1555526922,4850.5053105733
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,50.1030411675,61.766503078,60.2905760853,62.9380355515,74.1357955282,82.5738925017,94.1066377413,88.4694311469,134.1774566613,149.2444749274,164.1298272592,188.0301856103,241.1804936407,265.3708327645,217.558462614,189.504923653,181.14749353,180.0986852195,177.4003173643,223.3372795925,253.683724331,252.5307153205,256.5410510469,304.0121084614,297.9949959542,342.7453851819,313.7505398165,201.2346287889,274.3576088443,283.9993320008,261.5851398875,267.3734292006,257.6275739809,236.0961101473,248.9630622832,307.1697218773,388.8183730795,421.1704287652,444.284643605,496.7442830955,561.4963327339,665.054688792,661.1317114344,673.6946613815,738.554478047,696.1823129236,715.1338129894
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,828.4448343371,874.0611461091,975.7208629938,1143.6666760871,1245.3184208318,1560.1050965826,1726.559134525,2037.8647666016,2558.7354342813,3195.5123956826,3948.2671648639,3898.3699967233,3787.9175142046,3526.9153612875,3332.8210243692,3322.308159396,4194.53362238,5083.8010817703,5814.449841601,6040.8394672582,7192.394285355,7688.0275070728,8365.013099521,7428.4756012887,8149.4163242973,9717.5019381883,9852.3100107592,9683.1454079747,10091.2797969916,10301.4232851886,10377.0373182486,9967.7904065929,10849.7502791421,12844.5879877177,14064.2295970135,14810.035201942,15766.0929222675,18474.038167423,20895.7805043413,19636.0062766561,19695.2557239007,22346.3184053234,21129.9827706832,22779.9104979932
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.5791412861,1169.2433075361,1305.9740348215,1473.0623518924,1493.609714988,1507.727740907,1539.359211278,1576.9812980743,1589.2262488505,1530.5245792878,1676.2369809242,1899.0184581343,2179.018300037,2495.5273035472,3018.9315973641,3748.296602801,3538.0632101747,4014.6998404086,4519.4957724427,4697.815256838,4313.088548151
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.4156381914,1896.7197743347,2097.7495751167,2783.712079508,3372.9570748611,3665.3274374727,4370.5975394224,5945.9084038004,7335.8970028298,6713.0793044416,6636.0705378101,7253.3592486999,6514.1486432339,7125.6719867716
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,1332.639033957,1435.7695120277,1495.0198406365,1121.6683557063,1137.6903523163,1465.4483983358,1485.5366959009,1533.4399032215,1670.6866247925,1172.4355520433,1072.6266450428,587.2953779323,339.5164004183,405.9677159137,631.9082864774,580.9033052561,505.5968611865,477.344050744,445.000397036,474.2060336622,524.0377601369,571.6020188177,646.2369491377,798.024378525,998.7563598652,1333.8771582161,1631.9010400331,2135.8113377162,1715.3637354984,2285.645377517,3181.1044007767,3691.0522623337,4056.397838766
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,290.4181017151,283.9659237973,283.9965877666,249.2020789741,255.4969228578,334.2293648891,391.5677833968,175.9948663335,156.8206610164,172.7632013078,185.1501397833,197.8584354451,137.2012874169,136.1458965968,139.9538279824,140.5863909751,196.9042991448,225.250323293,249.2386064717,254.8743084653,235.8383060524,216.9227346253,217.461487381,234.7954103279,278.7826934221,313.1079296818,328.7073992448,362.43242481,434.5301500946,414.1101560104,386.9631654641,510.463409131,570.4174896014,592.9827808081
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,107.8964178695,121.9496575806,122.2339866517,121.5596713497,157.5917457581,174.0773185377,176.4633999973,181.7075694638,194.4317464628,178.9185881367,182.2105435852,191.9350100633,217.5928643417,266.1697431206,321.3443681471,358.1896164713,383.4431211213,384.0779289021,375.8081373918,432.0178560441,462.174892461,473.8131978491,461.8332556347,471.7306655393,422.9239423777,386.6189076013,442.1245941383,487.6600634168,499.51581587,498.4166417843,503.714755361,693.6209899923,683.9896407702,567.3918716668,580.3623205625,606.2816657683,600.1312209459,566.2770767935,539.1955117638,534.9323422048,477.6987045211,464.1167287796,460.2801816655,527.0560225776,600.0622771035,694.3200827894,939.156293526,1008.0243953947,1107.3182749553,860.9119949354,977.1505186608,1117.0263545231,1042.8225318171,1070.0929774767
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,779.9042121631,897.6692873668,1088.8475744247,1278.3303733303,1176.5468233587,1171.6360981114,1093.0406560999,1093.9778015427,1035.3665580362,1063.6251990975,1433.667738305,1828.8394274633,2059.3736192032,2088.910081153,2506.184932713,2669.3262815885,2973.2053880177,2973.7936089484,3197.3369560052,3599.5517508176,3899.4424332067,3646.6378419097,3593.2415685611,3651.2310783089,3861.0385424078,3780.8288480752,3939.2818626441,4587.6561083959,5177.3664653445,5054.3181116291,5373.6305511739,6182.2001110082,7599.9866764399,6928.9720124163,7586.9695334292,8749.5798067955,8861.7996184486,9209.5782458228
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,46.2281587205,48.3952327127,49.576613731,50.4312774021,50.2266324504,57.7409394422,63.9210758164,64.589506641,57.1944714163,60.3632390232,64.136029671,78.3056956518,84.3861118008,89.4479563187,106.9450059005,115.7077403365,122.3464221298,142.2442562399,161.8841231717,174.8402655837,198.444289304,193.269781483,179.9121064461,181.7254456872,173.6099226311,155.7363913031,154.3685061083,145.1614197589,159.4331961994,174.643245166,199.0853927995,228.1679455345,184.388702127,211.2768335943,119.9587357123,140.2493985205,224.6595421015,255.9758442286,163.6033416865,161.2609905165,153.9996380907,147.6793903908,223.46009483,198.113275074,208.8557635329,213.1566745375,234.2123960517,265.9969075271,302.4973189522,345.1947614443,359.5795268367,364.0877729155,266.5889655698,226.4551026502
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,299.1089253387,287.4146979479,292.033620194,300.9668386036,312.2228260252,333.1163246765,344.6492998621,347.6937056957,353.4361232283,380.6983941741,392.0440713066,403.7116102264,468.0907947814,694.157177501,839.9236991037,803.3247522642,932.848944687,1084.0511652804,1262.7882472629,1599.6706487593,1802.6250975355,1795.689099407,1876.2336468698,2055.5110003605,2254.2892673383,2015.4503288157,1741.0620569104,1926.6438566046,2050.4485746698,2193.9586331289,2417.4166012721,2626.0795658196,3079.996832259,3395.4142413718,3685.9933854463,4286.1689420758,4743.7531057595,4593.6716926201,3228.6013990392,3456.8480502799,4004.545955175,3877.9966518247,4130.6780169076,4427.4597373397,4918.1667307418,5553.9435820831,6179.6582208114,7218.3974536303,8460.3572888146,7277.7627562565,8754.2428196267,10058.043016656,10432.0624748686,10513.7080661025
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2827.9963404044,2870.7258577647,3030.3395435028,3152.0354445445,3341.3467037935,3579.4139600046,3882.8450236036,4060.5727823065,4389.8495203484,4698.9733650298,5139.970054939,5524.6147265213,6016.7413308775,6656.7520279259,7221.8451539028,7786.5460317981,8626.6301126356,9413.5442070836,10440.3767726648,11529.6026732567,12452.9197247946,13825.0655868215,14242.6354115351,15346.1163892533,16803.7155421931,17848.7718330218,18645.0153154723,19712.0852691984,21219.3148343948,22689.8291231325,23689.5106543734,24123.7954681981,25013.4103743693,25813.9261776688,26981.3234163838,27961.727503032,29184.5076613159,30598.9101917449,31759.7755365867,33408.6998180784,35248.720811971,35941.8452326425,36786.2876272451,38540.4504253046,40939.8047234624,43503.3939587854,45841.1619973351,47710.4433135211,48217.9282409265,46390.9987466317,48276.8670919148,50053.4334022615,51826.47661407,53030.5879205482
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2404.1007708656,2184.0031445175,2013.7615023565,2133.6947457528,1763.0570189947,1405.7859822409,1520.5691294532,1852.504050127,1922.4103224486,1871.7933190801,1981.2519252259,2054.852224997,2278.0833737741,2063.7872544196,2264.6558097596,2383.3037919372,2313.5371140254,2333.7629111308,2114.4379856604,2056.3586151711,2059.4006100017,1836.4959665348,1716.4025797125,2488.9905122936,3297.9586135945,3582.2760200451,3886.4479233839,4246.6783727071,4023.68962313,4070.0327449064,5113.1648518597,5614.9259099003,5930.524946161,5461.5277790877
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1734.7227559653,1740.6561393495,1855.4370606914,2151.1135913345,2533.7907794365,3322.3674250298,3640.8268221996,4246.2733373225,4361.7378332859,4941.3166434911,6140.2095175296,5861.181542605,6050.3081184448,6042.5661227958,7405.3851121058,8268.9310671782,6753.9153488217,6260.3434588047,5665.9762066748,5285.0890906099,5587.0838021123,7800.4059602366,9493.4866909037,12978.1215159839,13307.3861043352,15055.4172847386,15413.9968545661,16544.2437156084,16897.2430380664,16240.240376242,18800.2086770467,18309.4844361767,16323.4338112666,15408.8120988345,14611.8328032133,12579.5951055864,,,,,,,,,,,,,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,134.7041892184,141.6572157746,150.8131636099,161.6819257455,156.2547309482,175.5260789541,177.9946582996,164.025807224,153.6567498646,145.8464571045,147.2852795007,152.8675217834,159.2328444456,197.3310482434,208.095182173,206.8186107413,204.1366276006,240.7835168545,321.6328162859,371.7622760606,429.9653898392,361.8926527741,327.1219374241,284.3272823841,224.0964866742,214.8451209212,276.1268454887,314.8065688853,312.3681470165,289.8498506961,319.9255942492,290.8507338582,283.5450167608,187.8425181932,176.5984060912,205.169331401,209.2477298749,187.3777372663,203.2866957536,190.4628594586,163.6401097697,170.6961621406,183.6698779443,222.8992463977,240.2174386727,258.2817603313,266.5794323077,302.2664078209,366.6306791796,352.6851141378,359.8012419579,388.3267312314,394.775830896,412.5167707739
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,92.8118686401,96.811564299,104.1940174954,107.3292171464,112.9337270127,116.9305279101,124.0210774548,99.1666736349,96.9582914239,120.9311669582,223.5068005161,159.811540738,208.6445297881,251.5179040637,401.678569542,437.0120660811,554.9527703049,534.4482477203,525.4882350312,659.877509894,871.1457818828,806.5078182863,661.23235078,444.6490809376,348.5263174718,344.1410755464,240.6173882352,272.5077222262,256.3758299604,260.047556022,321.6683540735,279.2759616926,291.2841100313,153.0761760132,171.025270439,263.288025733,314.7354881938,314.287644613,273.8541431723,299.3426339735,377.5002570456,350.2878210751,457.4736504769,510.4169414355,645.9256501655,804.1523666792,1014.7569681096,1130.8797867312,1376.0159147193,1090.7462836515,2310.8605177653,2507.6829693584,2742.2193406514,3005.5137963397
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,128.0438697634,133.389992402,142.7422383874,152.9758474706,173.3654430522,273.5378676505,285.609051617,299.9655869682,306.8572243573,322.2283434211,324.4478064551,334.8688255542,344.3448447193,415.3831299515,560.7221099405,565.2511889042,636.6450958883,748.6436082122,694.0068167061,496.4011177262,659.6892160799,740.1446334153,714.136669109,779.9293918394,860.9616646409,723.4261929296,760.4370349337,993.2621376175,664.429784857,250.4435007785,243.960179186,351.3688961297,412.8669496645,394.6759227963,847.7241936578,888.6162294656,905.7570169273,905.283430291,938.8225243611,967.0666149992,1001.2564419098,1028.2925400603,995.3579834863,1000.8574186129,1075.9833797762,1158.9970077015,1228.3131257434,1332.8788036238,1498.1293209012,1459.2124166318,1535.1923230224,1676.2578872365,1776.6101402788,1851.1114693217
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,1068.7845872374,1159.3923571607,1240.6778943729,1328.0366487997,1541.9473651903,1708.0963564886,1835.8014235103,1991.3606856504,2185.2486588866,2446.3354539954,2711.3620143908,3129.6274233965,3801.9730917045,4980.959757926,5845.0288831994,6821.6976561335,7384.4450204751,8575.2426842386,10424.1237518541,11855.3532519063,12775.4695593518,10671.4472803889,10256.6577719622,9893.2688917092,9241.8923637838,9194.6228163637,12768.0478702979,15478.1469635042,16436.8185262971,16115.5669938541,19721.8282425559,20130.671820841,22142.426901437,21418.4023507819,22830.0016377512,27101.9531338304,26913.5215211298,24760.9016951527,25634.6178609894,26021.63765228,24179.7314074386,24968.8174196264,27110.60685192,33177.357258652,37458.4328706261,39122.2910794797,41458.9413784339,47770.8338974925,52951.0559858555,48173.8824957309,46773.3538110109,49886.2845140095,45960.5171843776,47617.4011551806
High income: nonOECD,NOC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4811.6263669163,5130.1270031201,5268.3947775209,5391.7392098693,5433.0500239815,5543.0828875744,5858.2280208788,6149.1907191741,6434.3166398219,5539.6189967776,5450.9616007458,6215.317767029,6224.6629960946,6506.530768439,7264.0965289503,8707.9005998925,10374.7672646677,12178.5624707096,14394.0479389351,17203.1107580348,13977.6548409273,16387.0059968333,19639.1599624667,20733.6913698759,21357.2701133965
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1441.7556600263,1560.3249311723,1667.2474297782,1775.5826554498,1937.8846138593,2164.4688233674,2317.1948838266,2514.0437721471,2662.1174915312,2875.2358439686,3284.4380891655,3708.9698348295,4378.2630724771,5641.0253408801,6743.8102126778,8126.631704817,8836.1630066365,10157.7300473112,11337.5286216756,12903.0125592735,15594.7852955147,15334.6079635881,15031.3090969112,14722.2901299218,14757.7564126649,15474.2811390999,18525.630774088,22080.2220752064,23769.4183898869,23840.282037582,27731.8016727132,28077.1776375488,29931.6322005697,27404.5880589342,28713.4779304854,34162.3213604561,36554.6717901011,35917.6894366324,34105.9184756693,35645.0891570659,37472.6716743196,37867.1422224593,42291.8252159391,49263.5131516431,56627.6573817843,65767.0196076045,72959.7300921596,83556.2968202996,95189.8659272926,78457.3801919392,86096.1360194614,99091.0944992855,99635.8745314753,100818.503150338
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,53.2569642139,54.783867322,58.0959031413,49.3951377026,48.4101100538,70.4013663311,85.1509233062,77.498466125,69.6442393033,69.6674030254,74.9148907662,74.7707384284,84.9107093066,78.8840047814,96.7150005755,122.4292849995,110.4241921156,102.7831145425,116.6534515818,131.6396706916,135.2752856521,154.6098699744,159.0271214317,158.7301019287,163.5953534352,162.2843181899,172.6360330496,175.112820515,201.8692391216,199.3959595823,200.2936996006,211.1789601084,178.5330525322,187.2000443274,202.6758935988,213.7791253873,214.1379280177,227.2195969214,218.9925888877,221.8425444241,236.9828442866,253.9433948521,251.0438721619,258.1178555123,291.8690418489,321.4550186477,352.8009746995,397.9040178609,477.9321763625,485.9551547568,595.7716261128,694.1411512408,699.0804821273,694.1047943343
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2312.9499923986,2343.2922131743,2448.6286332647,2622.2202714036,2813.5469756394,2151.2949269532,2191.3125419396,2188.3991386256,1885.1561517563,2077.895543023,2301.5879449038,2761.5923065363,3280.0004781259,4302.0527628165,4584.1200717677,4144.661295634,4345.0245146834,4909.7631795953,5889.4358014262,6610.1436449684,7401.4435660948,7738.2211473461,7568.0909531532,7514.7057504003,6645.3130372083,7524.0066662671,9339.8732541643,12215.2975980233,13739.5658892921,13276.8206701762,13543.678113777,12115.4820294923,11675.4273218825,12951.6521202617,15101.5771070556,17269.3831271512,18639.7379081401,17315.5325313555,14584.8505236221,15169.3923747094,13482.5470474762,13736.796665612,16720.5787975755,21712.4641815161,25195.3767635495,27526.3804897234,26335.9621910516,31997.4657863371,30560.4248038672,27562.1744880105,32846.4066886314,37192.6454331464,38678.4301164377,41555.7458882127
High income: OECD,OEC,GDP per capita (current US$),NY.GDP.PCAP.CD,1426.7796352343,1487.2748144512,1586.8872244016,1687.5423882384,1821.1572318999,1955.3190932367,2123.3882899298,2255.2460596355,2420.3785063658,2626.0701324723,2903.8616330048,3190.8958057011,3666.2700126425,4392.9413789873,4857.2446040056,5387.6145908884,5803.3170217848,6511.7006410137,7771.2495525224,8861.9338892441,9736.7369126641,9792.2275112678,9676.0987059274,9983.4054924027,10373.1649302736,10876.4607066087,13184.2116276951,15135.9099944966,16945.8480516109,17598.6531524019,19593.3010061254,20533.3683899373,21880.9172294687,21906.2425787885,23326.474316432,25610.4615658307,25578.7232787124,24967.944558,24941.8182111891,26064.3902724756,26351.8637721092,25966.1419202639,26902.4660138469,30006.028772596,33133.2171238175,34670.4588639029,36267.804282526,39323.266518183,41275.3796373675,38618.4313796868,40114.39978597,42797.7807681897,42627.0024358841,42808.8881521055
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,1326.7093216116,1372.4856564421,1462.8020833885,1555.3402582846,1678.1733090268,1799.0584229846,1952.5531263039,2071.7248415022,2220.9526522647,2406.6757040186,2649.430910465,2902.7232660195,3330.6184271649,3985.0160564717,4416.5475855281,4902.8989836663,5267.3689293377,5879.3546586891,7001.3608494319,8001.8202902298,8792.7301825308,8883.4146542578,8681.7035743038,8902.2493768645,9247.6705086098,9682.0709756671,11616.760984108,13303.8985134776,14886.6252805621,15478.2159428356,17249.1264270672,18076.6957841517,19257.403572175,19395.1264638439,20552.3419788968,22337.3084819074,22332.3810006409,21858.7311163703,21891.2982835318,22860.4367792033,23174.0879774708,22797.5331576897,23618.2188179034,26260.975269204,29007.2243070354,30432.436341117,31866.8563619834,34578.6182269831,36309.0695594152,33752.1833158432,35185.2411903958,37528.0981192702,37342.4196756207,37532.0520119985
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,80.1734414194,80.7840276011,97.2197108583,100.9475239944,101.6154380105,101.2468213777,105.5443027902,162.322492551,277.9308238701,342.5001672951,354.1062182912,401.9046458153,472.5572809897,598.6041822745,1954.8946160026,2377.0912498853,2760.5445202351,2803.4399938185,2653.3458825861,3419.3503087663,5181.8170773565,5947.60233551,5857.088875576,5830.0204788239,6165.9093382679,6677.4817321275,4688.5353616199,4815.4074946982,4988.6179233229,5377.1890915082,6455.4589478316,6016.5867064382,6335.146764519,6112.3512366915,6124.8691576225,6406.1082820479,7021.0374585624,7272.4820288169,6487.5621473144,7232.0776859046,9061.6024602897,8909.8089457933,8685.3824370227,9016.8153276687,10013.6332247906,12252.6128752564,14405.0919267059,16305.6134062134,23421.3552903129,18114.4782649701,20983.9003354042,23132.9389030431,23623.8514928453,22180.7847975804
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,1167.206729185,1085.2995498939,994.2326747793,988.0869859507,935.1478816726,841.0826191644,928.1429585387,1065.9828924645,1207.8207972458,1256.5961896031,1545.2826651602,1547.520787903,1635.5248734059,1519.629462408,1533.2381737417,1698.3563549452,1758.5312658548,1738.8334239257,1605.280750936,1667.8197650723,1739.3369925689,1683.4048942338,1696.0713220225,2144.4162907067,2618.2150014108,2937.2133219691,3169.2313693348,3644.7344863192,4298.8419181849,3630.7058624996,4275.9418701486,4954.1420880331,4844.2348854394,4839.3067701575
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,81.4011304699,86.8713096876,88.4394361248,92.4575076677,101.7849143258,113.7215592897,121.6939232264,135.6467023279,144.2730539852,149.8369614764,169.3644478658,174.2598390068,148.868854758,98.3663891176,132.5890733672,166.3848397569,189.8215397824,208.6205633535,238.017440266,254.7496260878,296.1793572512,339.6538192505,358.9417531938,323.9200460964,339.925260632,328.5902401193,325.5058504424,329.3063039924,367.8663661793,372.4180321264,360.1594113513,397.9015205852,414.6532950817,427.7859135828,420.3677882108,478.6192607162,486.7648297551,467.3241954873,453.4948067352,447.9561632688,514.1579604788,492.3816981037,483.0318719141,546.1541483579,631.4978143069,693.1766896618,853.0709658972,929.5874437414,1018.3807337415,986.9541229963,1023.1957561358,1212.9780458073,1255.1910712885,1299.1191269512
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,365.9921590719,396.1558548961,418.5332202431,450.1728534923,469.1547171992,500.2043052891,529.1577707076,572.2977263192,598.064863724,637.7087275168,666.127912548,730.4384809275,780.1930048886,867.7688189686,964.8447801377,1051.943712344,1088.1880349855,1124.4068172371,1299.8685691999,1451.4205314925,1914.6639652433,2116.0674813905,2283.7699291244,2291.4168477854,2338.2924873602,2419.0977061114,2459.1312941399,2416.7512498886,2044.9112774057,2007.2165337968,2136.5816623612,2300.8971541546,2562.152865785,2741.0860939967,2863.5345596509,2867.6418314954,3312.1397038577,3509.5681323975,3727.2851249531,3826.8221272445,3803.9984129956,3788.8159095934,3861.1272790197,3990.7368693889,4292.4196304644,4594.4819394586,4998.3826788846,6050.3277825424,7002.7128336166,7169.8573445882,7833.9035509368,8895.1849085176,9982.4815683007,11036.8073868386
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,252.0972625297,276.2493946994,304.2315462951,323.7873794472,380.5971166368,438.2700654545,504.0815089737,496.9345701909,447.5217334292,487.1641306882,548.3432893891,594.7165702438,641.105935305,745.9528203781,914.5406927223,1082.3731921306,995.7266017304,888.5634162897,739.2762050501,920.2432004649,1192.3230516622,1405.2832606265,1363.3332025552,1026.2223643957,1040.0568316044,964.8249685482,900.0785176935,1170.4466752839,592.8233464824,1236.4504976519,1148.7057393622,1478.9782736692,1515.1565065572,1435.2822294052,1816.61829275,2132.0359715784,2180.9365674583,2272.0456571093,2141.1808448127,1912.7103762626,1949.2679679853,1945.0328707391,2019.9378568966,2136.4196089419,2397.5657618785,2674.5663637132,3123.5097918527,3606.7181527423,4240.352266348,4188.9213386722,5075.0340123163,5759.3989717254,6423.8143082728,6659.8064089689
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,254.4440452326,267.1635299291,156.6886210782,168.0213734205,175.9354477314,187.1178275153,199.9401352861,207.4270046425,224.6241719873,241.7023027508,186.7675589952,201.0305642991,211.3956641547,258.357470716,343.2340592534,360.6611505667,402.6535021052,450.1095144492,506.0719891099,596.3805543122,684.6302160369,731.7171637841,741.7958342481,645.4816785585,594.040619981,565.7486169923,535.1639325607,579.039126169,643.5751409817,704.7659117278,715.2951363532,715.5016706005,815.0647718291,817.3566816958,941.7161385789,1064.8405920873,1163.848038209,1131.4004461984,970.6138990409,1091.7827231713,1043.4561026963,961.7169825448,1004.9905814059,1015.7802766625,1084.765467006,1200.938178384,1398.8269775208,1680.5513256177,1920.9921547933,1831.9744857249,2135.9184073707,2357.5709243343,2587.0167620987,2764.5847816416
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.6325800252,5420.1409087971,5187.555052221,4644.0501682472,4970.3659625112,5519.3856853086,6114.8912122068,6246.9237984881,6333.4053120276,6011.4948617438,8337.1071138,8608.282302618,8617.1728480204,8827.3556446701,9656.2983135572,10359.8045913498,10427.0484159504,10515.8842230838,10547.4857919715,9742.5466869839,9651.1357401075,10549.2350528972,11201.6304953262,11810.0878812506
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,117.1840731509,122.3519051135,128.2096273853,132.956342139,144.2307126432,159.2518448203,177.037454944,195.542785699,209.7524702815,232.4411011566,265.1344479058,286.7340023867,333.373853467,489.75067196,537.3203471611,482.8255975196,523.4036335921,552.888565252,639.138818983,732.7572840671,791.7886551422,756.030937304,697.5046718129,734.3643657408,712.2586357156,658.9095391157,702.0997495596,813.3205609595,923.1539886867,874.0576761293,774.3639918969,888.6749619155,1002.0363751054,1110.3556012475,1197.331301606,983.0753346796,1064.9585045507,993.1162465451,742.3677700295,663.4419540944,654.6198569825,558.261615432,529.9294837896,609.3874004631,660.1899981933,804.0711094233,896.3948787392,989.3194596326,1222.7935847934,1180.4319249452,1382.1437493388,1767.2386619059,2184.1634610913,2088.3522574927
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,1908.6333573574,1972.7210252094,1695.7982489647,1819.5600555753,2165.6513600755,1693.7358096138,2187.1505805637,2405.7926905358,2443.0777302492,2812.6030983032,3603.1033207427,4056.6124251212,4066.1117103992,4471.9598970869,4340.4183557963,4476.7970756148,4978.5738261708,5183.8226063264,5674.737044339,6620.0704241166,7963.0212080809,8958.0124224472,11157.2731919619,13886.4724287539,11294.8677501865,12303.6618669086,13384.7821666725,12720.9511692648,13431.9509515467
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,717.5148430874,777.2150274073,854.7448049685,931.7516659812,1006.434446095,1110.832690825,1207.8118244035,1335.2741116252,1480.6931764225,1661.8668852337,1852.3546725534,2044.3199055822,2246.4767135113,2432.4142190493,2614.5009405304,2738.2431529726,2946.4619525115,3208.7713561413,3567.7526290007,4024.5094201929,4502.8384279476,4920.7229367486,5115.0085142335,5217.7227285604,5730.117008902,6008.0544862304,6443.4820507316,6937.5481209233,7535.7422699227,8063.2122430933,8652.5074922251,9064.0185171149,9659.3388999592,10212.2767630564,10876.4188239898,11579.1849969985,12173.163688986,12817.6449621352,14304.4073670605,15220.9792370215,16192.129596219,18243.7177481569,18972.7685297569,19820.2072870642,20988.9923326534,21959.3227075956,22935.9411493385,23664.8823530538,24898.3388400438,25768.7360476525,26437.9921788838,27220.8035631941,27681.6355816511,28528.9970971645
"Korea, Dem. Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,360.4992985069,382.7299469944,407.8528436124,432.5117295751,468.7810816354,520.9106593679,575.0076806682,646.8227200608,719.0804918533,795.7593713911,921.6212529421,1050.3368874272,1284.8937143167,1724.6708755223,1973.7319530464,2099.2545533482,2144.2921840388,2237.1240673527,2424.5320988101,2718.8640246576,3323.4322088741,3202.6732161634,3038.8624646715,2698.9991230105,2489.0936194707,2669.1051865794,3810.4294054244,4739.7815897002,5548.6759106061,5975.5878412447,7779.4357205161,8839.4709093224,10666.3516613809,9407.4623305088,9844.220627986,11624.1963592555,12038.4994100119,11441.4551064871,12092.1851807679,12372.8665930452,11399.4833490039,11612.0147328967,12695.815646995,15482.8102813171,17684.0673801237,18265.431870519,19177.4299113335,21980.7003411217,23860.6911440231,22153.0843620819,21653.0014185941,22532.5077248889,20175.3113082119,21035.0121889622
