#,Chapter,Role,Name (Country)
9,Evaluation of Climate Models,Contributing Author,Rowan Sutton (UK)
9,Evaluation of Climate Models,Contributing Author,Peter W. Thorne (USA/Norway/UK)
9,Evaluation of Climate Models,Contributing Author,Geert Jan van Oldenborgh (Netherlands)
9,Evaluation of Climate Models,Contributing Author,Gabriel Vecchi (USA)
9,Evaluation of Climate Models,Contributing Author,Mark Webb (UK)
9,Evaluation of Climate Models,Contributing Author,Keith Williams (UK)
9,Evaluation of Climate Models,Contributing Author,Tim Woollings (UK)
9,Evaluation of Climate Models,Contributing Author,Shang-Ping Xie (USA)
9,Evaluation of Climate Models,Contributing Author,Jianglong Zhang (USA)
,,,
9,Evaluation of Climate Models,Review Editor,Isaac Held (USA)
9,Evaluation of Climate Models,Review Editor,Andy Pitman (Australia)
9,Evaluation of Climate Models,Review Editor,Serge Planton (France)
9,Evaluation of Climate Models,Review Editor,Zong-Ci Zhao (China)
