#,Chapter,Role,Name (Country)
13SM,Sea Level Change Supplementary Material,Contributing Author,Ian Joughin (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Georg Kaser (Austria)
13SM,Sea Level Change Supplementary Material,Contributing Author,Caroline Katsman (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Leonard Konikow (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Gerhard Krinner (France)
13SM,Sea Level Change Supplementary Material,Contributing Author,Anne Le Brocq (UK)
13SM,Sea Level Change Supplementary Material,Contributing Author,Jan Lenaerts (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Stefan Ligtenberg (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Christopher M. Little (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Ben Marzeion (Austria)
13SM,Sea Level Change Supplementary Material,Contributing Author,Kathleen L. McInnes (Australia)
13SM,Sea Level Change Supplementary Material,Contributing Author,Sebastian H. Mernild (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Didier Monselesan (Australia)
13SM,Sea Level Change Supplementary Material,Contributing Author,Ruth Mottram (Denmark)
13SM,Sea Level Change Supplementary Material,Contributing Author,Tavi Murray (UK)
13SM,Sea Level Change Supplementary Material,Contributing Author,Gunnar Myhre (Norway)
13SM,Sea Level Change Supplementary Material,Contributing Author,J.P. Nicholas (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Faezeh Nick (Norway)
13SM,Sea Level Change Supplementary Material,Contributing Author,Mahé Perrette (Germany)
13SM,Sea Level Change Supplementary Material,Contributing Author,David Pollard (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Valentina Radić (Canada)
13SM,Sea Level Change Supplementary Material,Contributing Author,Jamie Rae (UK)
13SM,Sea Level Change Supplementary Material,Contributing Author,Markku Rummukainen (Sweden)
13SM,Sea Level Change Supplementary Material,Contributing Author,Christian Schoof (Canada)
13SM,Sea Level Change Supplementary Material,Contributing Author,Aimée Slangen (Australia/Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Jan H. van Angelen (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Willem Jan van de Berg (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Michiel van den Broeke (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Miren Vizcaíno (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Yoshihide Wada (Netherlands)
13SM,Sea Level Change Supplementary Material,Contributing Author,Neil J. White (Australia)
13SM,Sea Level Change Supplementary Material,Contributing Author,Ricarda Winkelmann (Germany)
13SM,Sea Level Change Supplementary Material,Contributing Author,Jianjun Yin (USA)
13SM,Sea Level Change Supplementary Material,Contributing Author,Masakazu Yoshimori (Japan)
13SM,Sea Level Change Supplementary Material,Contributing Author,Kirsten Zickfeld (Canada)
,,,
13SM,Sea Level Change Supplementary Material,Review Editor,Jean Jouzel (France)
13SM,Sea Level Change Supplementary Material,Review Editor,Roderik van de Wal (Netherlands)
13SM,Sea Level Change Supplementary Material,Review Editor,Philip L. Woodworth (UK)
13SM,Sea Level Change Supplementary Material,Review Editor,Cunde Xiao (China)
