"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"North America","NAC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","146718","","","","154427","199137","193320","199053","209725","214351","216918","223044","221221","224334","217076.7","217003","212532.8","212632.1","210129.5","215444.3","212538.8","212837.6","219999.1","226329.6","231426.2","236478.2","237731.9","241519.7","237617.7","","","","",
"Namibia","NAM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","14","11","13","11","17","9.6","18.2","13.3","18.3","14.7","12.6","17.3","21.6","19.7","12.3","23.4","20.6","14.1","16.3","13.6","9.7","13","","",
"New Caledonia","NCL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","9","15","10","14","19","12","22","21","23","20.3","19.6","27.8","25.9","16","19.2","13.5","17.8","14.1","11.7","21.6","17.9","22.4","14.8","15.7","12.7","17.8","","",
"Nigeria","NGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","780","","","","757","976","872","886","864","815","719","666","604","470","449.6","434.7","436.9","401.7","416.5","400.5","304","362.8","357.8","380.7","364.2","406.2","427.9","462.6","461.8","493.7","439.3","","",
"Nicaragua","NIC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","10","5","5","8","7","7","4","4.4","8.9","13.1","6.5","8.3","10.3","7.1","6.8","9.5","11","14.2","18.2","10.6","16.4","11.9","13.7","17.1","","",
"Netherlands","NLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","5993","","","","7079","8251","8192","8581","9736","10176","10106","11060","11360","11961","12089.4","12412.8","12444.3","12500.4","12168.2","12340.7","12117.4","12481.3","12661.5","13240.7","13894.1","13991.7","14215.7","14637.2","14868.4","15506.2","15508.3","","",
"High income: nonOECD","NOC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","490","","","","976","2252","3104","","","","","6958","27334","30392","26899.2","27833.7","27931.6","27686.5","28299.7","29262.7","28604","29319.4","29815.4","31495.6","32034.5","33073.4","33980.5","35601","35958.4","36276.5","38438.2","","",
"Norway","NOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","1920","","","","2072","2293","2185","2192","2247","2426","2403","2655","2637","2805","2920","2931.8","2964.9","3038.7","3042.5","3136","3214.6","3099.9","3130.5","3371.3","3651.2","3896.2","4081.9","4299.9","4440.1","4460.9","4777.1","","",
"Nepal","NPL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","18","14","20","18","20","20","25","21","24","32","29.6","38.7","37.4","39.9","44","43.7","42.7","54.9","65.7","65","80.9","72","56.2","55.9","57.7","63.5","","",
"New Zealand","NZL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","1722","","","","1703","1994","1860","2075","1993","2227","2102","2253","2256","2454","2442.3","2575.5","2726.3","2801.7","2915.4","2850.8","2850.9","2739.8","2799.8","2825.1","2987.2","3081.8","3175.8","3323.4","3188","3400.9","3471.8","","",
"High income: OECD","OEC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","307710","","","","328481","391578","380785","400732","426371","437305","444574","471664","471289","493519","492533.9","505603.3","508864","519138.1","522186.1","536716.4","531515.8","533786.4","547967.5","562368.7","573009.1","588424.3","592709.8","603171.8","597473.5","361287.1","368900.6","","",
"OECD members","OED","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","310716","","","","331454","394750","383935","403837","429932","440815","448308","475872","475681","498353","497949.7","511768.3","515637.9","526793.9","530491.9","545529.6","541267.7","544655.4","560115.5","576081.6","587376.2","603195.2","608026.2","618525.7","612307.2","","","","",
"Oman","OMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","13","20","27","32","37","42","46","57.1","51.5","63","79.5","89.4","92.3","100.8","113.4","108.1","98.7","110.8","108.2","129.4","124.6","114.1","120","144.4","","",
"Other small states","OSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","53","41","46","53","68","66","73","81","101","102.7","117.3","112.2","124","135.2","141.1","149.4","169","169.1","159.6","148.3","185.2","170.7","176.3","164.3","160.8","181","","",
"Pakistan","PAK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","161","210","235","263","257","315","277","349","324","313.2","254.9","268.1","268.1","295.9","267.1","279.4","342.5","359.7","413.1","493.1","600.7","741.2","947.6","1043.4","1109.6","1267.9","","",
"Panama","PAN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","27","38","36","38","44","35","25","35","35","35.3","33.9","38.2","34.4","44.3","38.2","50.9","49.9","49.7","60.7","54.1","57.5","77.7","75","72.6","82","66.9","","",
"Peru","PER","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","51","50","68","67","77","70","73","66","64","65.1","69.8","75","65.6","61.8","79.3","93.8","87.6","130.3","106.2","134.4","134.8","153.4","161.1","158.6","147.1","161.7","","",
"Philippines","PHL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","151","128","127","149","157","148","150","148","141","144.7","157.8","170.4","171.4","175.8","184.6","141.2","181.5","183.6","163.1","177.9","180.6","194.8","224.1","223.3","221.7","241.3","","",
"Palau","PLW","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","3.9","2.4","0.5","0.9","2.9","3.5","2.2","3.1","0.4","0.8","1.7","2.2","","",
"Papua New Guinea","PNG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","69","59","57","56","48","42","39","40","43","40.5","30.3","28.9","33.8","32.8","26.8","32.4","26.4","22.1","18.4","15.9","15","21.3","19.2","17.2","15.5","21.1","","",
"Poland","POL","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","4130","","","","3964","3983","3751","4030","4245","3999","3919","4113","3848","4041","4549.4","4506.9","4565.5","4785.8","5100.2","5505.6","5629.4","6019.3","6581.8","6672.3","6853.8","7232.3","7137.5","7529.1","7358.6","7157.2","7564.2","","",
"Puerto Rico","PRI","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. Rep.","PRK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","7","3","2","3","2","1","0","0","0","0.5","2.5","2.2","1.6","0","1","3.8","5.7","4","2.5","10","10.6","8.3","12.3","4.4","","",
"Portugal","PRT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","184","","","","232","370","378","429","510","587","640","712","794","914","990.3","1096.7","1255","1418.4","1710.7","1879.5","2081.2","2331.4","2424.5","2853.1","2911.5","3628.5","3424.2","3856.8","4156.5","4171.5","4621.1","","",
"Paraguay","PRY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","6","7","7","9","7","4","10","2","3","6.4","8.7","6.9","9.4","5.3","7.5","7.2","7.9","9.9","8.8","8","4.7","12.4","5.9","11.1","11","9.2","","",
"Pacific island small states","PSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","37","35","28","18","21","26","27","34","23","22.7","17","25.2","19.2","30.4","24.2","22.7","21.2","26.8","36.6","33.4","40.8","44.3","37.9","41.6","28.1","35.7","","",
"French Polynesia","PYF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","17","20","30","33","24","35","37","32","36","23.5","28.2","22.2","28.5","22.8","17.3","20.7","12.8","20.9","48.1","39","42.1","48.3","59.9","64.2","104.4","111.3","","",
"Romania","ROU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","562","476","393","513","377","395","568","507","675","678","823.5","916.9","847","917.2","970.9","926.9","965.2","874.9","938","887.8","1014.8","1252.3","1397.9","1366.9","1544.9","1625.9","","",
"Russian Federation","RUS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","817","19659","21612","18603.5","18553.3","18133.4","17165.6","17145.4","17180.1","15657.9","15847.2","15147.8","14921.8","14424.5","13561.6","13953.7","13970.2","14057.2","13500.4","14150.9","","",
"Rwanda","RWA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","8","11","10","14","8","4","12","13","10","9.6","5.9","5","6.6","2.7","1.4","2.8","2.4","1.3","4.9","5.6","10.4","12.3","8.6","11.7","13.4","22.4","","",
"South Asia","SAS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","11725","","","","9586","10284","9484","9344","10229","9700","10042","10639","10371","10500","9967.1","10266.1","10123.9","10478.8","10783.2","10841.4","11380.8","12306.4","13223","14162.5","15531.1","17784.2","19385.6","20372.8","21439.3","22462.4","24249.3","","",
"Saudi Arabia","SAU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","487","552","569","577","644","613","653","713","734","753.2","734.5","676.2","682.7","604.9","590","564.7","582.8","549.3","550.8","576.3","557.6","589.2","620.8","711.4","1003.2","1491.2","","",
"Southern Cone Extended","SCE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","96","83","92","76","69","66","71","55","48","48.2","45.8","42","52.1","43.1","36.9","33.9","47.1","37.4","41.7","47.1","35.7","35.9","56.4","63","79.3","69.3","","",
"Senegal","SEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","2","","75","68.1","69.7","61.8","67.3","75.5","73.6","58.8","51.4","76.7","63.2","82.8","53.3","68.4","59.9","56.3","61","79.3","","",
"Singapore","SGP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","124","","","","289","358","401","410","517","572","599","755","854","1022","1141.4","1141.2","1338.5","1584.2","1897.2","2361","2434.3","2631.9","2939.4","3384.3","3611.2","3838","3793.3","4069.3","4187.8","4377.3","4542.8","","",
"Solomon Islands","SLB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","1","2","2","5","3","2","3","0.7","1.8","4.5","4.4","7.7","4","1.7","0.8","4.1","1.2","1.1","2.6","2.1","1","2","2.9","4.9","","",
"Sierra Leone","SLE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","10","12","15","6","9","10","9","5","6","3.8","10.4","9.3","2.2","1.3","2.8","4.3","1.8","0.6","1","2.1","1.6","2.6","2","2.9","6","4","","",
"El Salvador","SLV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","5","3","6","2","1","2","3","1.9","3.7","1.9","0","1.1","3.4","3.1","7.6","1.2","4.3","5.8","5.7","4.5","2.9","5.5","5","8.6","","",
"San Marino","SMR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0.5","0.8","0.8","0.2","0","0","0","0","0.3","0","0","1.6","0.8","0.3","0.6","1","","",
"Somalia","SOM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8","8","13","9","8","6","3","3","1.4","0.8","0.5","0","0.5","0.5","0","0.8","0.5","0.3","0","1","0","0.1","0.7","0.4","1","","",
"Serbia","SRB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435.3","1057","1043","1172.6","1165.3","1269.1","","",
"Sub-Saharan Africa (developing only)","SSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4563","4418","4459","4391","4243","4293","4234","4165","4199","4050.1","3908.1","3970.9","3928.7","3998.9","3926.6","3859","4049.1","3945.3","4095.6","4182.4","4615.6","4951.1","5074.4","5078.7","5248.3","5421.6","","",
"South Sudan","SSD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","4563","4418","4459","4393","4244","4293","4235","4168","4200","4050.8","3908.6","3971.6","3929","4001.1","3926.9","3860","4049.6","3946.5","4096.9","4182.6","4616.1","4952.4","5074.4","5080.3","5248.4","5422.3","","",
"Small states","SST","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","223","228","218","216","213","221","231","249","276","274.4","259.2","269.1","269.4","283","271.1","309.4","328.3","331","340.8","321.2","349.1","370.6","343.9","338.9","329.9","369.6","","",
"Sao Tome and Principe","STP","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.3","0","0.3","0","0.5","0.3","0.9","0.5","0.3","0","0.3","0.5","0.2","0.1","1","0.3","","",
"Suriname","SUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","2","5","2","2","2","3","3","1.3","2.6","2.6","1.8","3.4","2.9","2.8","4.4","4.2","3.9","3","1.9","1.8","2.8","1.1","1.3","1.4","","",
"Slovak Republic","SVK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","44","","1151","1079.2","1140.2","1069.7","1140.4","979.4","978","923.6","954.4","897.9","1070.2","921.8","1006.9","970.7","1084","1000.4","1050.9","1098.8","","",
"Slovenia","SVN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","10","404","459","434.3","476.6","603.2","622.9","707.8","891.6","850.6","848.3","950.9","928.7","1035.4","1062.7","1282.8","1305.9","1234.9","1151.4","1239.3","","",
"Sweden","SWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","5846","","","","6698","7656","7378","7573","8126","8172","8139","8273","8547","8972","9287.2","9557.9","9655.1","9835","9889.7","9883.4","10022.3","9872.2","9676.5","9853.6","10016.5","10105.3","9917.5","9681.7","9480.1","9418.5","9472.9","","",
"Swaziland","SWZ","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","6","5","8","6","5","9","4","4","5.2","6.3","5","6.3","4.3","4.3","2.4","3.5","5.7","2","2.8","1.4","4.3","6.2","7.5","9.5","12.1","","",
"Sint Maarten (Dutch part)","SXM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","0","0","0","1","1","1","1","5.5","5","1.7","2.7","1.7","4.5","3","1.5","4.2","1.9","2.8","2.9","4","3.6","4.3","2.9","5.7","","",
"Syrian Arab Republic","SYR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","15","25","19","28","34","31","49","49","48","50.8","45.1","60.5","44.3","57.8","54.6","62.8","48.6","68.3","79.3","76.8","62.4","79.6","66.5","71.5","100.8","110","","",
"Turks and Caicos Islands","TCA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","0","1","1","2","1","3.2","1.4","1.9","2","2.8","2.8","2","4.4","5.4","2.8","7.2","6.1","3.3","3.1","2.3","1.7","1.7","","",
"Togo","TGO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","6","3","2","6","5","7","5","8","6","9.1","4","5.2","9.9","9.9","12.1","10.2","5.5","9.8","10.9","10.4","10.2","12.1","8.2","6.7","11.6","8.2","","",
"Thailand","THA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","226","235","287","272","282","298","300","317","383","339.6","386.6","405.3","540.8","549.5","663.3","726.9","834","1018.6","1130.5","1248.9","1568","1727.7","1959.5","2033.4","2106.4","2304","","",
"Tajikistan","TJK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","61","61","35.9","22.8","25.3","16.1","26","16.2","21.1","29.1","18.3","19.5","16.2","15.9","21.7","13.5","12","22.3","18.4","","",
"Turkmenistan","TKM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","20","9","7.3","7.3","6","2.7","0.8","4.9","2.8","3.2","2.3","1","1.2","1.1","1.6","0.3","0.5","1.3","0.5","","",
"Timor-Leste","TLS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","1","0","1","1.6","0","1.1","0.5","0.8","0.5","0.5","0.5","1.2","0.5","0","0.4","0.5","0.3","1.3","0.5","0.5","","",
"Trinidad and Tobago","TTO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","48","34","37","52","45","46","52","52","56","48.3","43.7","41.1","52.9","38.7","43","42.3","44.7","46.5","50.4","47.3","41.7","67","46.4","47.7","53.4","60.2","","",
"Tunisia","TUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","76","83","96","107","104","121","131","91","135","143","160.4","220.2","226.8","256.8","292.3","351.5","354.8","436.1","454.5","571.3","656.4","758.1","851.2","1022.4","978.3","1015.5","","",
"Turkey","TUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","251","","","","326","386","436","507","668","750","846","1048","1172","1397","1714.7","2228","2480.7","2795","3222.7","3484.1","4150.9","5226.1","6038.8","7434.3","7816.5","8180.5","8640.7","8543","8307.1","7950","8328.4","","",
"Tuvalu","TUV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","1","0","0","0.3","0","0","0","0","0","0","0","0","","",
"Tanzania","TZA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","90","73","64","71","69","77","93","94","105","97","102.6","98.4","96.1","87.2","95.5","80.9","92.9","76.3","88.8","107","128.2","122.8","129.7","152","131.9","121.1","","",
"Uganda","UGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","23","27","21","17","29","20","29","44","39","41.7","50.5","51.5","63.9","71.1","77.5","82.9","72.8","87.6","120.1","93.4","113.7","164.6","126.1","143.2","153.6","158.2","","",
"Ukraine","UKR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","162","2894","2923","2515.8","2420.2","2265.2","2283.9","2354.9","2267.6","2238.7","2182.8","1993.4","2011.5","2104.5","1909.6","1846.9","1843.6","1639.4","1682.1","1726.9","","",
"Upper middle income","UMC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","9201","","","","10675","15558","15667","16906","18967","19889","20281","22260","24169","25684","27576.8","30553.4","34067.3","37697.8","41324","45927.6","50470.6","55343.9","63074.6","72721.9","81492.9","93248.2","104736","116210","125607.5","128392.8","141715.6","","",
"Uruguay","URY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","31","33","42","50","57","64","81","91","84","103.4","110.9","140.6","140.6","150.3","155.6","148.8","161.5","185.5","193.7","204.4","196.8","215.1","247.9","246.2","237.1","290.4","","",
"United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","132278","","","","137771","178266","172585","177662","187224","191559","194015","198864","197397","199769","193336.9","193161.2","189751.9","190431.4","188004.1","192743","190593.6","190496.1","196445.3","202097.3","205564.6","209272.3","209898","212883","208600.8","","","","",
"Uzbekistan","UZB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","50","275","290","326.9","249.5","269","243.5","240.6","222.5","195.2","183.6","174.5","170.3","157.4","139.2","166.2","121.5","139.2","124.7","140.9","","",
"St. Vincent and the Grenadines","VCT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.3","1","1","0","0","0.3","0","0.1","0","0","0","0.7","0","0.5","0.3","0","0","","",
"Venezuela, RB","VEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","307","293","292","328","314","329","377","395","420","437.3","426.2","488.4","533.9","498","515.8","510.1","536.4","576.8","475.3","534","525.1","497.7","496.8","353.5","341.6","302.1","","",
"Virgin Islands (U.S.)","VIR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","45","48","52","66","60","65","74","67","61","103.5","117","120.5","99.7","110.9","146.8","155.2","144.4","205.1","167.4","221.3","224.6","283.2","362.7","326.2","389.6","431.5","","",
"Vanuatu","VUT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","1","2","3","1","4","0","2","1.3","1.2","1.9","0.8","3.6","3","1.3","3.9","2.8","4.1","4.6","1.8","1.6","2.2","3.6","1.7","4.7","","",
"West Bank and Gaza","PSE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","331233","","","","351652","423115","412290","434093","463507","475365","483649","515508","540589","567631","564137.4","581193.8","587888","601819.5","609633.4","629906.9","628876.9","637895.1","661176.2","687902.3","709435.5","740007.1","758575.4","783321.5","788545.3","556816","582011.6","","",
"Samoa","WSM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","1","2","2","2","5","4","5","2.6","0","2.3","1.5","1.3","0.1","0","1.4","0","2.5","0.1","2.5","1.1","0.3","0","0","0","","",
"Yemen, Rep.","YEM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","11","4","9.3","8.2","13.6","9.1","10.7","9.9","14.4","11.5","9.5","20.8","8.3","23.9","18.2","12.5","25.4","20.9","33.3","","",
"South Africa","ZAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","1782","","","","2025","2653","2670","2523","2499","2406","2552","2419","2377","2459","2350.7","2215.6","2222.9","2224.7","2302.5","2220.7","2291.4","2328","2204.8","2319.5","2395.4","2642.7","2808","2915.5","2863.8","2971.8","3124.6","","",
"Congo, Dem. Rep.","COD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","31","30","38","31","29","21","26","21","19","19.3","13.8","15.8","6.9","6","7.4","2.8","5.2","7.1","4.6","6.2","3.8","7.2","11.1","19.1","14.7","20.6","","",
"Zambia","ZMB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","44","34","51","44","36","23","40","24","24","35.9","22.5","28.7","29.9","25.9","22.6","30.1","28.6","22","25.6","30.9","39.6","35.9","42.2","34.9","43.3","59.6","","",
"Zimbabwe","ZWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","98","77","116","123","131","103","119","124","139","111.5","113.9","125.3","110.1","104.8","102.1","111.6","96.7","86.8","63.8","62.2","63.7","80.1","65.6","56.1","70","62.9","","",
